Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33531606436833,0.887059478234641,0.632544742598946,0.596916003960941,0.619301163048413,0.560889865994808,0.457912510011273,0.570718829376803,0.426889629017535,0.647054606389603,0.600322500555816,0.43031094010582,0.384568040953573,0.300798718259959,0.26853247837688,0.232671293421411,0.360144545314081,0.252983326326774,0.261629357309519,0.335216591121747,0.370077172358116,0.230155925832549,0.158484095333723,0.143549016526703,0.121476391501496,0.0786082279565725,0.0517216610015298,0.0471862623220114,0.0644582649682939,0.0907542375121398,0.0832600488209989,0.091131652490308,0.084228708493531,0.111722024421171,..
Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,2556409192.59059,1748793408.36568,1335074235.51904,1529143603.9869,1752343605.90364,1779013650.26635,2053778819.52646,2566362774.43526,2515874028.61484,2543196366.04583,2564223532.09912,2311286121.49638,2914483509.49034,2489160529.38327,2296003711.29322,1920785288.85938,2045905531.57478,1585924644.57665,1397720829.60965,1630828715.8073,1978243824.06859,1481667899.05442,1357801392.885,1524978622.16978,1626168010.11308,1269027649.66252,821412387.029696,1011682901.43639,1642428820.52461,2189763619.81166,2034059644.70677,2193885175.72118,1486417710.26874,1964665316.05362,..
Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.8486965057276,9.33412625832929,10.0277386653734,9.59799197735937,7.90793949491694,6.95060963034899,7.85539169949822,4.23914833225031,2.65357015266066,5.16659341747274,7.8144203992883,5.35976412098641,10.5339620862076,12.7709334959219,23.1768242551381,7.72948614485992,7.60332540680806,9.71054886350734,9.75490317476386,8.81578422299117,3.88611918247843,2.4572452633867,1.8013995795358,1.20518188356343,0.279873924965734,1.58709762553111,1.44839174389279,3.79616585011649,4.58496624970327,6.55520611412363,6.01208924166745,5.92973914728958,6.24188334425899,5.78072095807318,2.67493369499496,6.25469870161689,6.9565184040689,6.52595495521522,6.83061609819921,4.58088688162289,3.18506271536181,2.50612490832253,..
Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14457424015.3936,14034605559.4988,17373358069.9193,18819838649.126,17314038127.1459,15798735689.7832,19847354114.0352,11328233696.7892,5080153914.46273,10185680592.8766,16493428271.5538,13730322139.2957,29806372421.0288,40506463734.3603,103950142698.477,34757334937.3145,44810198285.0233,38166535464.1065,41667190969.7181,47351340218.5302,29451303975.1392,20334122286.2197,15402308670.9512,9949210314.29417,1589904994.20609,9949340433.71571,7737844600.82055,18468346860.8167,24508891238.1263,42200253744.7103,51508153731.7389,62993990857.3161,83558219764.5918,93322224930.846,42481691983.693,134101991102.406,177255567194.878,157461504136.911,166873317402.226,110279354610.813,56208075763.0759,44070958350.3242,..
Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.677687468876705,0.636406964873762,0.641953385275206,0.600975057650612,0.553322685667835,0.502708199806437,0.464565416646123,0.431537537145399,0.413518093150376,0.395925743769696,0.351792423944925,0.327426919808333,0.300860166892887,0.280023907390559,0.2464382195482,0.22633231440333,0.213097616665232,0.192116873710156,0.182728037273372,0.178326072500993,0.157678628101422,0.153598037806335,0.153616063550542,0.15179789012333,0.154999911734677,0.161496884176808,0.164932077293813,..
Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3047370795.04726,3750664447.48352,2523146424.55337,2567010870.9994,2972006809.25908,3809819335.97106,3844357798.8675,3689727934.72522,3413740725.46989,2249171005.94945,2205348008.5441,1749235753.57645,1463684711.9339,1496864996.71716,1586487932.83886,1939086260.38852,2263821220.88143,2571810953.29575,2949906615.33014,2832067687.81727,3380661322.22011,3913754802.32431,3706525189.37925,3708452815.29097,3731436875.11826,2850000113.8218,2900380058.83488,..
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Brazil,BRA,90.0922,90.0706,90.049,88.5444,87.0398,85.5352,84.0306,82.526,80.9276,79.3292,77.7308,76.1324,74.534,74.554,74.574,74.594,74.614,74.634,75.7574,76.8808,78.0042,79.1276,80.251,80.6352,81.0194,81.4036,81.7878,82.172,82.483,82.794,83.105,83.416,83.727,83.834,83.941,84.048,84.155,84.262,82.7322,81.2024,79.6726,78.1428,76.613,75.1682,73.7234,72.2786,70.8338,69.389,68.911,68.433,67.955,67.477,66.999,65.9186,64.8382,63.7578,62.6774,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.11336994171143,..,1.03012001514435,..,3.36431002616882,4.53371000289917,4.86450004577637,3.03657007217407,5.70916986465454,..,..
"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.75727987289429,..,0.644209980964661,..,3.56852006912231,5.80453014373779,4.02309989929199,1.94499003887177,5.45503997802734,..,..
"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.45563983917236,..,1.39667999744415,..,3.16722989082336,3.28147006034851,5.66051006317139,4.06496000289917,5.95256996154785,..,..
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30000,32000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,45000,45000,46000,46000,46000,46000,47000,47000,47000,48000,48000,48000,48000,48000
Adults (ages 15+) newly infected with HIV,SH.HIV.INCD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29000,31000,32000,34000,35000,36000,37000,38000,38000,39000,40000,41000,41000,42000,43000,43000,44000,44000,45000,45000,45000,46000,46000,47000,47000,47000,47000,48000
Age dependency ratio (% of working-age population),SP.POP.DPND,Brazil,BRA,86.1925154004038,86.9106966141031,87.5342639000907,87.9588629194704,88.0407613893674,87.7227194594141,87.6934550549894,87.0973219491515,86.1360411633797,85.0552016042791,83.96367343024,82.9317097604922,81.9016570057059,80.8266266662462,79.6374208732315,78.3374225351062,77.2446007442618,76.1095960697874,74.9544425065219,73.8165779353754,72.7266172056836,72.0771294465182,71.3562678604991,70.6127373137024,69.8674327102667,69.1058447887362,68.5459540253292,67.8525299077736,67.0605913227291,66.2044103544504,65.2951717658342,64.2907485501783,63.3231913241775,62.3204064806316,61.2083684667812,59.9808807520698,58.8877578911659,57.7239150463083,56.5343893040786,55.3793341881812,54.2864311881274,53.4463859312527,52.571553768803,51.6974964422002,50.8532675483259,50.0442276294902,49.1887314084668,48.4070522457957,47.6755786753065,46.965405540592,46.2761605341726,45.6688965643122,45.1188312706424,44.6237819565361,44.1896575893794,43.8242632414608,43.6443157926871,43.471036247194
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,Brazil,BRA,5.86597717662968,5.9777123266479,6.08426012360426,6.17646156549191,6.24236875332977,6.27822834921741,6.32248626559908,6.33723668807655,6.33536898822861,6.3321187421258,6.33570939361735,6.37176281555728,6.40391800711389,6.43174968800423,6.45363675046446,6.46959448541932,6.49831361005554,6.51576939339622,6.52223425476654,6.51710459497002,6.50208650201978,6.50937501331011,6.50269432447082,6.48930527624517,6.47684428458,6.47015974035359,6.513896752876,6.55207644980098,6.58955557184379,6.63196947663064,6.6821110383781,6.80076104717204,6.92005173828982,7.03115104039789,7.12194211313307,7.18862233230872,7.32760599940285,7.44403150536473,7.55269010791836,7.67289376930277,7.81498509349342,8.01121526127198,8.22537760822091,8.44733787994837,8.661854776902,8.8626529515273,9.05539969689524,9.23792246916889,9.42219546189393,9.62336954500091,9.85079281175211,10.1262619716036,10.4197979377786,10.7350991215487,11.0767618486445,11.44901971912,11.8468234952262,12.270187640806
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,Brazil,BRA,80.3265382237741,80.9329842874552,81.4500037764865,81.7824013539785,81.7983926360376,81.4444911101967,81.3709687893903,80.760085261075,79.8006721751511,78.7230828621533,77.6279640366226,76.559946944935,75.497738998592,74.394876978242,73.1837841227671,71.8678280496869,70.7462871342062,69.5938266763912,68.4322082517554,67.2994733404054,66.2245307036638,65.5677544332081,64.8535735360283,64.1234320374572,63.3905884256867,62.6356850483826,62.0320572724532,61.3004534579726,60.4710357508853,59.5724408778198,58.6130607274561,57.4899875030062,56.4031395858876,55.2892554402337,54.0864263536481,52.792258419761,51.5601518917631,50.2798835409436,48.9816991961603,47.7064404188785,46.471446094634,45.4351706699807,44.3461761605821,43.2501585622519,42.1914127714239,41.1815746779629,40.1333317115715,39.1691297766268,38.2533832134126,37.3420359955911,36.4253677224205,35.5426345927086,34.6990333328637,33.8886828349874,33.1128957407349,32.3752435223408,31.7974922974609,31.2008486063881
Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.63279371224119,1.63968222413653,..,..,..,..,..,..,..,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Brazil,BRA,..,18.0101075119584,18.6540306814674,19.3237969213246,19.8657835355713,20.386712833238,20.9489192571553,21.4867183368549,22.1607917551034,23.1843448422735,23.3780482260407,23.8847399062471,24.2681984269227,24.6300014117974,25.1303519682609,25.5339106547629,25.8439078550969,26.1481621509092,26.3263118349298,26.6223107054919,26.833482090513,27.0184514736532,27.2950680414542,27.3770240747343,27.508991234892,27.6426334088685,28.0032399553011,28.2109416688402,28.4377863974521,28.646564905589,28.9069099105782,29.305682843312,29.5172131598657,29.8467123068051,30.080616022225,30.9245836992441,30.990028882024,31.0554740648039,31.1207996037396,31.1982091709399,31.2756187381403,31.5219654133575,31.8094695709811,32.1206632097572,32.5589186110785,32.5948835506464,32.6369263974999,32.4998145520415,32.7225913899504,32.7273771437186,32.7181645677148,32.9466843101456,32.9746809696894,33.3576728793727,33.8100342899258,33.8100342899258,..,..
Agricultural land (sq. km),AG.LND.AGRI.K2,Brazil,BRA,..,1505310,1559130,1615110,1660410,1703950,1750940,1795890,1852230,1937780,1953970,1996320,2028370,2058610,2100430,2134160,2160070,2185500,2200390,2225130,2242780,2258240,2281360,2288210,2299240,2310410,2340550,2357910,2376870,2394320,2416080,2449410,2467090,2494630,2514180,2584720,2590190,2595660,2601120,2607590,2614060,2634650,2658680,2684690,2721320,2724326,2727840,2716380,2735000,2735400,2734630,2753730,2756070,2788081,2825890,2825890,..,..
"Agricultural machinery, tractors",AG.AGR.TRAC.NO,Brazil,BRA,..,72000,82000,93000,103000,114000,124000,134500,145000,155400,165870,183500,201000,218500,236000,323113,350000,370000,428000,485000,545205,569000,593000,617000,641000,666309,678803,691297,703790,716285,728779,741272,753766,766260,778754,791248,803742,802173,800604,799035,797466,795898,794329,792760,791191,789622,788053,..,..,..,..,..,..,..,..,..,..,..
"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,Brazil,BRA,..,32.5526720318293,34.1666666666667,35.7692307692308,38.1481481481481,40.7142857142857,42.7586206896552,44.8333333333333,45.3125,47.0909090909091,47.3914285714286,49.5945945945946,52.8947368421053,56.025641025641,57.5609756097561,76.9316666666667,81.3953488372093,84.0909090909091,97.2727272727273,108.017817371938,121.156666666667,124.780701754386,126.170212765957,131.276595744681,136.093418259023,140.868710359408,138.531224489796,139.65595959596,141.323293172691,143.544088176353,143.79728103234,142.557790684257,145.506244812077,146.613347619777,147.645084842165,136.283435815291,138.916312350928,138.813075378971,138.71151060689,138.368706144756,138.026252933724,134.735826378426,129.150786940687,122.653711668781,115.794780979701,114.178174299059,113.326957922287,..,..,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,60.8590140152599,67.892318962023,64.5971390156897,68.0493332830604,66.9014522934143,64.8655832702957,64.6792246788694,69.4816972584538,65.8861302632624,64.6365926424428,64.7418204073274,66.9040743005508,66.2007194246985,64.9912569667813,68.2454028942534,66.6609401103053,66.4414508681542,64.1560462578293,66.59359437726,66.5283901929101,65.5497611293083,67.8382855475463,67.8190817959937,66.740596058215,72.0397677620853,71.2914208641042,69.6960650538444,69.2209995600291,66.6721553265294,68.3066423013447,71.5763195522675,70.3327495385189,70.0309555625384,67.4365714742508,65.0733520239099,61.4773980886448,74.1640314197788,74.7877112067767,74.9655552682756,..,..,..,..,..,..,..,..,..
Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,Brazil,BRA,..,..,..,..,..,..,..,..,..,0,126426.68994488,123039.212885306,130687.117914032,131433.204276234,138376.956880129,144423.221151313,160831.360086477,160137.246939449,161237.196841558,164248.045563711,178343.645257861,179450.108088937,182728.549770441,182115.250709466,183090.131792761,184605.474666271,192176.581320067,201195.927306403,201865.828571732,206009.151935758,209548.16538295,220055.865807697,230681.181202529,238006.976633004,241140.155425383,253110.208979081,244335.586141214,245648.022188653,251275.352437731,247020.042820045,245526.101670557,258561.473818476,271907.790543556,282633.414705733,299045.890692919,302675.36265371,302080.482937158,308631.68297679,315949.829233674,..,..,..,..,..,..,..,..,..
Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,56.1166231706438,60.6794511346403,59.4040183137401,62.0987119701603,61.2140313200693,60.3130042991888,59.7560898122453,64.1438035048313,61.1691424273188,61.0506214630869,61.7487832858235,62.9794291732973,62.6166462662831,61.8851650808691,66.0066659979173,65.9466904875228,65.0977805260485,63.5434529559888,66.0260291368077,66.6455552370602,65.3849871611645,65.7963697087072,66.0329169807659,65.5028076420862,70.4825823729138,69.6756734858497,68.5575853399055,69.1477008833231,66.8878426512866,68.7266807390026,72.6728884466905,72.4140087129682,74.5154494637151,72.9841735732711,70.4265224171157,66.0668419984704,79.7621752453922,80.8749624168268,81.5450548951043,..,..,..,..,..,..,..,..,..
Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,Brazil,BRA,..,..,..,..,..,..,..,..,..,0,60325.5102,54327.7325,61217.4329,58990.9633,64151.0683,68844.1521,76966.7938,75071.4445,77141.268,80564.5918,88102.7688,85266.4951,86904.5413,86659.3933,85673.0353,88911.3263,91378.4706,99505.6414,96225.9189,100184.8576,102539.9865,103212.2649,109704.7375,116477.1122,114224.2492,119962.0981,115466.3169,119443.2077,129174.892,124752.1623,122725.1994,132119.272,139881.9293,148232.8271,155547.8134,157461.5178,149354.8566,153429.9616,155716.6673,..,..,..,..,..,..,..,..,..
Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,Brazil,BRA,..,..,16.4018768364289,15.1954920508818,17.442019405573,15.2320973427685,15.5877168867304,13.6340236836012,14.917196313413,16.4857077847392,11.8950975141887,10.4940233647961,9.32242462742152,8.5211430369836,5.99114855256352,3.89162215895199,2.27323163344916,2.35351491708881,2.91890688967911,3.4422753218592,3.95608439584318,3.58477294847258,3.19927445427054,4.03160822700824,3.08360431023633,2.6102764748546,2.81219473737456,3.5248107689953,3.34281531081789,3.51488531258731,3.44427712461671,3.3937740055405,3.29430393603252,3.05987520732361,3.40603781948829,5.22532472109377,3.70348810889041,3.56436411231747,3.71687635152344,4.5069176688832,4.75725752445881,4.10370110690774,3.91862347200095,4.48682315029716,3.97714962082596,3.82751483744604,3.70428771789551,3.78190696436379,3.53125703364,3.77085397073738,3.8518482072372,3.53217088013033,3.79500897442467,3.53153592299477,4.01171772110927,4.69763054054708,4.81200516398584,4.48362946588077
Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,Brazil,BRA,..,..,2.9220209566234,2.94916518659047,2.21736097095993,1.74188678925063,1.95075941556342,1.98541557705091,2.3563975081138,1.92223497642042,1.8510437796502,2.17832030708848,1.97195859587212,2.07325979751297,2.01487682115968,1.49743307164554,1.41814579248755,1.45869997777635,1.4477752761469,1.35186868910462,1.33536028990203,1.11600912989042,0.925132415100368,1.13245343363114,1.56798369538917,1.71105136724258,2.43269079706286,2.27293894673415,3.04288218750225,3.42862947982914,2.56920030161512,2.6227016461396,2.71783509307075,4.32086139008427,3.25136311959746,2.71551852592771,3.00288718375647,2.56766675220835,2.10344802531828,2.02268256260727,1.96871318036662,1.35187689149701,1.4957662785085,1.74991377677123,1.75481688393989,1.53839015123328,1.52336026760633,1.41949776405439,1.21957220226723,1.15552951553512,1.30703238487906,1.46648526185912,1.09292913519411,1.00419204472015,0.988473815174251,1.04223093742104,1.24447968332531,1.29268049167628
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Brazil,BRA,17.6669984863859,17.0953443122149,15.5345971129842,15.1256508327325,15.8382553714566,16.6744203718272,13.3153290920432,13.0130974006677,11.8264656488062,11.0760635261432,10.3736196442959,11.0141806134572,11.0689555998505,11.4458587669917,11.2290046802688,10.682677451792,11.4546890558027,12.9308376062278,10.2766017150625,9.89989545081435,9.94992801693452,9.63639087003226,8.06276475876768,9.82620213814722,10.4483020752953,10.5037631908331,9.93001193503835,9.00894159808701,9.14234559784443,8.44158738497377,6.87330085891951,6.78880668811996,6.77995215917154,6.56356958504316,8.53641105265961,5.01166646465693,4.76841121077967,4.68504702949228,4.7500447835131,4.64598154008681,4.75045997570861,4.80104301642181,5.47527489339298,6.1671843856504,5.66531157603221,4.65116884415235,4.37004389474886,4.41691531634407,4.56785125720661,4.4767740290855,4.11575648758173,4.34203412773382,4.1683282240444,4.5068861822272,4.32561053879483,4.31914942942436,4.89138608590072,4.56511260377134
